SA2 Code 2018,SA2 2018,DHB of residence,Ethnicity,Population,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster recieved,Partially vaccinated uptake,Fully vaccinated uptake,Booster uptake
124400,Birkdale South,Waitemata,Maori,322,Masked,Masked,225,128,>95%,>95%,57%
124400,Birkdale South,Waitemata,Pacific Peoples,295,278,275,198,105,94%,93%,53%
124500,Te Atatu Peninsula Central,Waitemata,Maori,549,Masked,518,355,183,>95%,94%,52%
124500,Te Atatu Peninsula Central,Waitemata,Pacific Peoples,428,405,390,295,145,95%,91%,49%
124600,Glenfield East,Waitemata,Maori,97,88,86,65,34,91%,89%,52%
124600,Glenfield East,Waitemata,Pacific Peoples,80,Masked,Masked,58,23,>95%,>95%,40%
124700,Henderson Valley,Waitemata,Maori,123,112,109,78,42,91%,89%,54%
124700,Henderson Valley,Waitemata,Pacific Peoples,52,Masked,Masked,37,18,>95%,>95%,49%
124800,Te Atatu Peninsula West,Waitemata,Maori,540,511,489,337,178,95%,91%,53%
124800,Te Atatu Peninsula West,Waitemata,Pacific Peoples,423,Masked,Masked,295,167,>95%,>95%,57%
124900,Henderson Lincoln West,Waitemata,Maori,433,380,359,229,99,88%,83%,43%
124900,Henderson Lincoln West,Waitemata,Pacific Peoples,579,549,541,404,186,95%,93%,46%
125000,Ranui South East,Waitemata,Maori,298,267,256,147,79,90%,86%,54%
125000,Ranui South East,Waitemata,Pacific Peoples,446,Masked,420,297,140,>95%,94%,47%
125200,Birkenhead West,Waitemata,Maori,188,Masked,Masked,153,82,>95%,>95%,54%
125200,Birkenhead West,Waitemata,Pacific Peoples,86,Masked,Masked,67,39,>95%,>95%,58%
125300,Te Atatu Peninsula East,Waitemata,Maori,281,Masked,265,186,110,>95%,94%,59%
125300,Te Atatu Peninsula East,Waitemata,Pacific Peoples,238,221,219,176,96,93%,92%,55%
125400,Milford West,Waitemata,Maori,80,Masked,Masked,63,39,>95%,>95%,62%
125500,Westlake,Waitemata,Maori,68,Masked,Masked,50,30,>95%,>95%,60%
125600,Hillcrest North (Auckland),Waitemata,Maori,155,142,142,92,57,92%,92%,62%
125600,Hillcrest North (Auckland),Waitemata,Pacific Peoples,76,68,68,62,31,89%,89%,50%
125700,Henderson Lincoln South,Waitemata,Maori,250,223,219,151,83,89%,88%,55%
125700,Henderson Lincoln South,Waitemata,Pacific Peoples,366,342,330,249,106,93%,90%,43%
125800,Hillcrest West (Auckland),Waitemata,Maori,137,126,126,92,47,92%,92%,51%
125800,Hillcrest West (Auckland),Waitemata,Pacific Peoples,60,57,57,46,20,95%,95%,43%
126000,Summerland South,Waitemata,Maori,184,Masked,169,115,57,>95%,92%,50%
126000,Summerland South,Waitemata,Pacific Peoples,277,253,248,179,109,91%,90%,61%
126100,Summerland North,Waitemata,Maori,153,Masked,Masked,102,50,>95%,>95%,49%
126100,Summerland North,Waitemata,Pacific Peoples,177,Masked,Masked,131,63,>95%,>95%,48%
126200,Hillcrest East (Auckland),Waitemata,Maori,187,Masked,Masked,120,67,>95%,>95%,56%
126200,Hillcrest East (Auckland),Waitemata,Pacific Peoples,84,Masked,Masked,67,33,>95%,>95%,49%
126300,Chatswood,Waitemata,Maori,108,94,93,70,41,87%,86%,59%
126300,Chatswood,Waitemata,Pacific Peoples,60,56,56,50,25,93%,93%,50%
126400,Te Atatu South-Edmonton,Waitemata,Maori,439,409,395,247,127,93%,90%,51%
126400,Te Atatu South-Edmonton,Waitemata,Pacific Peoples,594,537,523,397,216,90%,88%,54%
126500,Birkenhead North,Waitemata,Maori,131,Masked,Masked,99,55,>95%,>95%,56%
126500,Birkenhead North,Waitemata,Pacific Peoples,61,51,51,44,22,84%,84%,50%
126600,Takapuna West,Waitemata,Maori,149,130,120,94,57,87%,81%,61%
126600,Takapuna West,Waitemata,Pacific Peoples,77,Masked,Masked,60,37,>95%,>95%,62%
126700,Henderson North,Waitemata,Maori,450,407,397,262,135,90%,88%,52%
126700,Henderson North,Waitemata,Pacific Peoples,592,556,546,395,191,94%,92%,48%
126800,Takapuna Central,Waitemata,Maori,78,Masked,Masked,66,45,>95%,>95%,68%
126900,Western Heights (Auckland),Waitemata,Maori,333,301,293,207,107,90%,88%,52%
126900,Western Heights (Auckland),Waitemata,Pacific Peoples,465,Masked,Masked,347,166,>95%,>95%,48%
127000,Te Atatu South-Central,Waitemata,Maori,405,Masked,Masked,275,153,>95%,>95%,56%
127000,Te Atatu South-Central,Waitemata,Pacific Peoples,541,510,500,369,191,94%,92%,52%
127100,Northcote Central (Auckland),Waitemata,Maori,188,175,168,112,55,93%,89%,49%
127100,Northcote Central (Auckland),Waitemata,Pacific Peoples,219,203,202,140,51,93%,92%,36%
127200,Akoranga,Waitemata,Maori,97,88,87,71,42,91%,90%,59%
127200,Akoranga,Waitemata,Pacific Peoples,88,Masked,Masked,63,23,>95%,>95%,37%
127300,Northcote South (Auckland),Waitemata,Maori,119,Masked,Masked,79,42,>95%,>95%,53%
127300,Northcote South (Auckland),Waitemata,Pacific Peoples,63,Masked,Masked,56,30,>95%,>95%,54%
127400,Birkenhead South,Waitemata,Maori,77,Masked,Masked,57,43,>95%,>95%,75%
127500,Henderson Central,Waitemata,Maori,160,148,135,88,49,92%,84%,56%
127500,Henderson Central,Waitemata,Pacific Peoples,142,129,126,95,51,91%,89%,54%
127600,Waiatarua,Waitemata,Maori,184,165,162,127,80,90%,88%,63%
127600,Waiatarua,Waitemata,Pacific Peoples,65,Masked,Masked,45,23,>95%,>95%,51%
127700,Te Atatu South-McLeod North,Waitemata,Maori,353,Masked,326,219,116,>95%,92%,53%
127700,Te Atatu South-McLeod North,Waitemata,Pacific Peoples,497,472,464,346,170,95%,93%,49%
127800,Henderson Valley Park,Waitemata,Maori,329,299,281,172,81,91%,85%,47%
127800,Henderson Valley Park,Waitemata,Pacific Peoples,550,Masked,Masked,375,174,>95%,>95%,46%
127900,Henderson North East,Waitemata,Maori,229,203,194,121,65,89%,85%,54%
127900,Henderson North East,Waitemata,Pacific Peoples,376,342,332,249,109,91%,88%,44%
128000,Waitakere Ranges South,Waitemata,Maori,87,Masked,Masked,54,27,>95%,>95%,50%
128100,Northcote Tuff Crater,Waitemata,Maori,70,Masked,Masked,59,28,>95%,>95%,47%
128100,Northcote Tuff Crater,Waitemata,Pacific Peoples,57,Masked,Masked,49,34,>95%,>95%,69%
128200,Northcote Point (Auckland),Waitemata,Maori,126,Masked,Masked,99,60,>95%,>95%,61%
128200,Northcote Point (Auckland),Waitemata,Pacific Peoples,67,Masked,Masked,56,30,>95%,>95%,54%
128300,McLaren Park,Waitemata,Maori,501,Masked,456,290,143,>95%,91%,49%
128300,McLaren Park,Waitemata,Pacific Peoples,"1,077",980,952,700,345,91%,88%,49%
128400,Henderson East,Waitemata,Maori,262,243,234,160,83,93%,89%,52%
128400,Henderson East,Waitemata,Pacific Peoples,476,440,432,332,157,92%,91%,47%
128500,Te Atatu South-McLeod South,Waitemata,Maori,382,335,326,227,117,88%,85%,52%
128500,Te Atatu South-McLeod South,Waitemata,Pacific Peoples,548,Masked,517,377,188,>95%,94%,50%
128600,Takapuna South,Waitemata,Maori,46,Masked,Masked,36,23,>95%,>95%,64%
128800,Hauraki,Waitemata,Maori,155,Masked,Masked,121,71,>95%,>95%,59%
128800,Hauraki,Waitemata,Pacific Peoples,47,Masked,Masked,37,21,>95%,>95%,57%
128900,Glendene North,Waitemata,Maori,473,Masked,431,273,142,>95%,91%,52%
128900,Glendene North,Waitemata,Pacific Peoples,971,920,901,675,332,95%,93%,49%
129000,Sunnyvale West-Parrs Park,Waitemata,Maori,292,Masked,264,145,72,>95%,90%,50%
129000,Sunnyvale West-Parrs Park,Waitemata,Pacific Peoples,649,610,599,412,181,94%,92%,44%
129100,Sunnyvale East,Waitemata,Maori,565,535,517,337,179,95%,92%,53%
129100,Sunnyvale East,Waitemata,Pacific Peoples,766,723,710,499,230,94%,93%,46%
129200,Point Chevalier West,Auckland,Maori,216,Masked,203,149,98,>95%,94%,66%
129200,Point Chevalier West,Auckland,Pacific Peoples,189,177,175,140,68,94%,93%,49%
129300,Belmont (Auckland),Waitemata,Maori,144,Masked,Masked,115,71,>95%,>95%,62%
129300,Belmont (Auckland),Waitemata,Pacific Peoples,74,66,65,52,25,89%,88%,48%
129400,Bayswater,Waitemata,Maori,193,Masked,Masked,148,95,>95%,>95%,64%
129400,Bayswater,Waitemata,Pacific Peoples,107,96,95,71,35,90%,89%,49%
129500,Glendene South,Waitemata,Maori,289,251,245,166,103,87%,85%,62%
129500,Glendene South,Waitemata,Pacific Peoples,689,Masked,Masked,499,257,>95%,>95%,52%
129600,Glen Eden West,Waitemata,Maori,441,402,390,232,122,91%,88%,53%
129600,Glen Eden West,Waitemata,Pacific Peoples,703,Masked,651,465,207,>95%,93%,45%
129700,Herne Bay,Auckland,Maori,117,Masked,Masked,96,63,>95%,>95%,66%
129800,Westmere North,Auckland,Maori,117,111,107,80,51,95%,91%,64%
129800,Westmere North,Auckland,Pacific Peoples,79,Masked,Masked,73,44,>95%,>95%,60%
129900,Point Chevalier East,Auckland,Maori,282,Masked,266,208,136,>95%,94%,65%
129900,Point Chevalier East,Auckland,Pacific Peoples,309,291,287,210,107,94%,93%,51%
130000,Oratia,Waitemata,Maori,82,Masked,Masked,53,26,>95%,>95%,49%
130000,Oratia,Waitemata,Pacific Peoples,58,Masked,54,41,29,>95%,93%,71%
130100,Glen Eden Rosier,Waitemata,Maori,368,341,331,219,96,93%,90%,44%
130100,Glen Eden Rosier,Waitemata,Pacific Peoples,577,Masked,Masked,385,179,>95%,>95%,46%
130200,Saint Marys Bay,Auckland,Maori,83,74,74,67,51,89%,89%,76%
130200,Saint Marys Bay,Auckland,Pacific Peoples,53,45,44,40,24,85%,83%,60%
130300,Westmere South-Western Springs,Auckland,Maori,216,Masked,Masked,162,105,>95%,>95%,65%
130300,Westmere South-Western Springs,Auckland,Pacific Peoples,149,Masked,Masked,121,61,>95%,>95%,50%
130400,Ponsonby West,Auckland,Maori,136,126,124,95,48,93%,91%,51%
130400,Ponsonby West,Auckland,Pacific Peoples,149,Masked,135,110,64,>95%,91%,58%
130500,Kelston North,Waitemata,Maori,337,Masked,314,208,104,>95%,93%,50%
130500,Kelston North,Waitemata,Pacific Peoples,791,737,714,538,264,93%,90%,49%
130600,Avondale Rosebank ,Auckland,Maori,450,418,406,274,155,93%,90%,57%
130600,Avondale Rosebank ,Auckland,Pacific Peoples,"1,171","1,093","1,059",788,406,93%,90%,52%
130700,Narrow Neck,Waitemata,Maori,190,Masked,Masked,133,93,>95%,>95%,70%
130700,Narrow Neck,Waitemata,Pacific Peoples,58,Masked,55,46,31,>95%,95%,67%
130800,Glen Eden North,Waitemata,Maori,265,Masked,250,157,69,>95%,94%,44%
130800,Glen Eden North,Waitemata,Pacific Peoples,485,Masked,Masked,349,165,>95%,>95%,47%
130900,Glen Eden Woodglen,Waitemata,Maori,408,379,363,245,106,93%,89%,43%
130900,Glen Eden Woodglen,Waitemata,Pacific Peoples,622,590,576,412,202,95%,93%,49%
131000,Kelston South,Waitemata,Maori,293,268,258,154,62,91%,88%,40%
131000,Kelston South,Waitemata,Pacific Peoples,643,604,591,406,174,94%,92%,43%
131100,Waterview,Auckland,Maori,365,Masked,339,249,123,>95%,93%,49%
131100,Waterview,Auckland,Pacific Peoples,580,Masked,544,386,162,>95%,94%,42%
131200,Ponsonby East,Auckland,Maori,172,154,152,127,84,90%,88%,66%
131200,Ponsonby East,Auckland,Pacific Peoples,184,Masked,Masked,150,88,>95%,>95%,59%
131300,Wynyard-Viaduct,Auckland,Maori,50,46,46,43,33,92%,92%,77%
131400,Stanley Point,Waitemata,Maori,65,Masked,Masked,55,36,>95%,>95%,65%
131500,Glen Eden Central,Waitemata,Maori,311,283,276,176,80,91%,89%,45%
131500,Glen Eden Central,Waitemata,Pacific Peoples,313,297,292,224,109,95%,93%,49%
131600,Grey Lynn North,Auckland,Maori,202,Masked,Masked,164,97,>95%,>95%,59%
131600,Grey Lynn North,Auckland,Pacific Peoples,246,Masked,Masked,188,122,>95%,>95%,65%
131700,Avondale West (Auckland),Auckland,Maori,379,344,324,208,100,91%,85%,48%
131700,Avondale West (Auckland),Auckland,Pacific Peoples,"1,056",987,961,719,339,93%,91%,47%
131800,Freemans Bay,Auckland,Maori,249,Masked,Masked,202,127,>95%,>95%,63%
131800,Freemans Bay,Auckland,Pacific Peoples,173,154,153,125,77,89%,88%,62%
131900,Mount Albert West,Auckland,Maori,181,Masked,Masked,128,77,>95%,>95%,60%
131900,Mount Albert West,Auckland,Pacific Peoples,248,217,214,154,97,88%,86%,63%
132000,Avondale North (Auckland),Auckland,Maori,326,304,299,214,105,93%,92%,49%
132000,Avondale North (Auckland),Auckland,Pacific Peoples,599,549,535,403,208,92%,89%,52%
132100,Grey Lynn West,Auckland,Maori,234,220,212,153,85,94%,91%,56%
132100,Grey Lynn West,Auckland,Pacific Peoples,365,342,337,277,139,94%,92%,50%
132200,Mount Albert North,Auckland,Maori,258,239,238,173,107,93%,92%,62%
132200,Mount Albert North,Auckland,Pacific Peoples,302,Masked,286,212,102,>95%,95%,48%
132300,New Lynn North,Waitemata,Maori,271,244,235,159,75,90%,87%,47%
132300,New Lynn North,Waitemata,Pacific Peoples,507,Masked,476,336,148,>95%,94%,44%
132400,Victoria Park ,Auckland,Maori,123,Masked,Masked,99,43,>95%,>95%,43%
132400,Victoria Park ,Auckland,Pacific Peoples,70,Masked,Masked,53,24,>95%,>95%,45%
132500,Konini,Waitemata,Maori,251,237,235,164,79,94%,94%,48%
132500,Konini,Waitemata,Pacific Peoples,185,167,165,122,62,90%,89%,51%
132600,New Lynn North West,Waitemata,Maori,214,189,183,135,74,88%,86%,55%
132600,New Lynn North West,Waitemata,Pacific Peoples,412,Masked,390,286,146,>95%,95%,51%
132700,Hobson Ridge North,Auckland,Maori,134,108,104,75,36,81%,78%,48%
132700,Hobson Ridge North,Auckland,Pacific Peoples,91,Masked,84,65,31,>95%,92%,48%
132800,Grey Lynn Central,Auckland,Maori,179,Masked,Masked,148,78,>95%,>95%,53%
132800,Grey Lynn Central,Auckland,Pacific Peoples,357,Masked,337,274,167,>95%,94%,61%
132900,Fruitvale,Waitemata,Maori,260,239,232,153,73,92%,89%,48%
132900,Fruitvale,Waitemata,Pacific Peoples,325,307,299,229,112,94%,92%,49%
133000,Devonport,Waitemata,Maori,129,Masked,Masked,100,69,>95%,>95%,69%
133000,Devonport,Waitemata,Pacific Peoples,48,42,42,38,25,88%,88%,66%
133100,Avondale Central (Auckland),Auckland,Maori,225,205,194,144,76,91%,86%,53%
133100,Avondale Central (Auckland),Auckland,Pacific Peoples,435,Masked,Masked,334,174,>95%,>95%,52%
133200,Queen Street,Auckland,Maori,111,Masked,105,82,42,>95%,95%,51%
133200,Queen Street,Auckland,Pacific Peoples,67,Masked,60,45,25,>95%,90%,56%
133300,Quay Street-Customs Street,Auckland,Maori,99,84,83,62,37,85%,84%,60%
133300,Quay Street-Customs Street,Auckland,Pacific Peoples,91,83,81,63,29,91%,89%,46%
133400,Hobson Ridge Central,Auckland,Maori,232,205,190,131,56,88%,82%,43%
133400,Hobson Ridge Central,Auckland,Pacific Peoples,119,Masked,Masked,96,37,>95%,>95%,39%
133500,Grey Lynn East,Auckland,Maori,130,122,121,105,59,94%,93%,56%
133500,Grey Lynn East,Auckland,Pacific Peoples,132,Masked,Masked,108,50,>95%,>95%,46%
133600,Morningside (Auckland),Auckland,Maori,276,Masked,260,208,117,>95%,94%,56%
133600,Morningside (Auckland),Auckland,Pacific Peoples,332,313,306,247,143,94%,92%,58%
133700,Shortland Street,Auckland,Maori,102,Masked,Masked,82,41,>95%,>95%,50%
133800,Hobson Ridge South,Auckland,Maori,123,107,105,73,31,87%,85%,42%
133800,Hobson Ridge South,Auckland,Pacific Peoples,50,47,46,33,14,94%,92%,42%
133900,New Lynn Central,Waitemata,Maori,47,40,40,28,16,85%,85%,57%
133900,New Lynn Central,Waitemata,Pacific Peoples,43,Masked,Masked,36,14,>95%,>95%,39%
134000,Cheltenham,Waitemata,Maori,54,Masked,Masked,48,33,>95%,>95%,69%
134100,Queen Street South West,Auckland,Maori,136,120,117,87,37,88%,86%,43%
134100,Queen Street South West,Auckland,Pacific Peoples,68,58,56,41,18,85%,82%,44%
134200,Mount Albert Central,Auckland,Maori,207,Masked,196,152,89,>95%,95%,59%
134200,Mount Albert Central,Auckland,Pacific Peoples,192,181,180,142,73,94%,94%,51%
134300,Karangahape,Auckland,Maori,152,141,139,116,60,93%,91%,52%
134300,Karangahape,Auckland,Pacific Peoples,105,98,97,78,41,93%,92%,53%
134400,Kingsland,Auckland,Maori,275,259,255,189,110,94%,93%,58%
134400,Kingsland,Auckland,Pacific Peoples,338,321,318,262,150,95%,94%,57%
134500,Anzac Avenue,Auckland,Maori,162,148,142,98,58,91%,88%,59%
134500,Anzac Avenue,Auckland,Pacific Peoples,83,71,70,58,24,86%,84%,41%
134600,Waima-Woodlands Park,Waitemata,Maori,116,110,107,79,49,95%,92%,62%
134600,Waima-Woodlands Park,Waitemata,Pacific Peoples,54,Masked,Masked,39,26,>95%,>95%,67%
134700,Kaurilands,Waitemata,Maori,238,223,220,153,104,94%,92%,68%
134700,Kaurilands,Waitemata,Pacific Peoples,113,Masked,107,84,51,>95%,95%,61%
134900,New Lynn Seabrook,Waitemata,Maori,195,183,180,123,53,94%,92%,43%
134900,New Lynn Seabrook,Waitemata,Pacific Peoples,351,318,314,227,110,91%,89%,48%
135000,Avondale South (Auckland),Auckland,Maori,244,227,223,171,75,93%,91%,44%
135000,Avondale South (Auckland),Auckland,Pacific Peoples,728,Masked,677,535,299,>95%,93%,56%
135100,Symonds Street North West,Auckland,Maori,147,131,126,85,50,89%,86%,59%
135100,Symonds Street North West,Auckland,Pacific Peoples,89,82,80,64,22,92%,90%,34%
135200,Mount Albert South,Auckland,Maori,119,109,104,83,46,92%,87%,55%
135200,Mount Albert South,Auckland,Pacific Peoples,106,90,89,73,45,85%,84%,62%
135300,Symonds Street West,Auckland,Maori,197,182,174,117,44,92%,88%,38%
135300,Symonds Street West,Auckland,Pacific Peoples,113,Masked,Masked,86,24,>95%,>95%,28%
135400,West Lynn,Waitemata,Maori,210,Masked,196,145,79,>95%,93%,54%
135400,West Lynn,Waitemata,Pacific Peoples,202,186,184,142,79,92%,91%,56%
135500,Owairaka West,Auckland,Maori,191,169,162,121,61,88%,85%,50%
135500,Owairaka West,Auckland,Pacific Peoples,323,295,289,210,94,91%,89%,45%
135600,New Lynn Central South,Waitemata,Maori,218,192,183,121,63,88%,84%,52%
135600,New Lynn Central South,Waitemata,Pacific Peoples,370,Masked,350,245,112,>95%,95%,46%
135700,The Strand,Auckland,Maori,81,Masked,76,63,27,>95%,94%,43%
135700,The Strand,Auckland,Pacific Peoples,64,58,57,52,14,91%,89%,27%
135800,St Lukes,Auckland,Maori,99,Masked,Masked,75,32,>95%,>95%,43%
135800,St Lukes,Auckland,Pacific Peoples,162,142,138,107,51,88%,85%,48%
135900,Symonds Street East,Auckland,Maori,178,Masked,165,120,55,>95%,93%,46%
135900,Symonds Street East,Auckland,Pacific Peoples,108,96,90,75,20,89%,83%,27%
136000,Eden Terrace,Auckland,Maori,253,Masked,232,190,100,>95%,92%,53%
136000,Eden Terrace,Auckland,Pacific Peoples,169,Masked,Masked,135,81,>95%,>95%,60%
136100,Grafton,Auckland,Maori,133,124,117,89,57,93%,88%,64%
136100,Grafton,Auckland,Pacific Peoples,50,47,47,42,24,94%,94%,57%
136200,Eden Park,Auckland,Maori,98,90,89,67,44,92%,91%,66%
136200,Eden Park,Auckland,Pacific Peoples,119,113,112,86,53,95%,94%,62%
136300,Sandringham North,Auckland,Maori,164,Masked,Masked,122,69,>95%,>95%,57%
136300,Sandringham North,Auckland,Pacific Peoples,285,264,255,193,104,93%,89%,54%
136400,Parnell West,Auckland,Maori,215,Masked,Masked,175,83,>95%,>95%,47%
136400,Parnell West,Auckland,Pacific Peoples,81,Masked,Masked,67,28,>95%,>95%,42%
136500,New Lynn South,Waitemata,Maori,326,302,292,193,93,93%,90%,48%
136500,New Lynn South,Waitemata,Pacific Peoples,507,Masked,475,357,185,>95%,94%,52%
136600,New Windsor North,Auckland,Maori,191,172,165,116,55,90%,86%,47%
136600,New Windsor North,Auckland,Pacific Peoples,453,425,415,328,169,94%,92%,52%
136700,Titirangi South,Waitemata,Maori,153,144,142,107,63,94%,93%,59%
136700,Titirangi South,Waitemata,Pacific Peoples,95,Masked,Masked,72,44,>95%,>95%,61%
136800,Owairaka East,Auckland,Maori,113,Masked,105,82,47,>95%,93%,57%
136800,Owairaka East,Auckland,Pacific Peoples,248,228,223,165,85,92%,90%,52%
136900,Eden Valley,Auckland,Maori,137,130,127,99,56,95%,93%,57%
136900,Eden Valley,Auckland,Pacific Peoples,73,Masked,69,53,23,>95%,95%,43%
137000,Sandringham Central,Auckland,Maori,108,Masked,Masked,79,47,>95%,>95%,59%
137000,Sandringham Central,Auckland,Pacific Peoples,236,217,209,151,74,92%,89%,49%
137100,Glenavon,Auckland,Maori,252,224,208,112,45,89%,83%,40%
137100,Glenavon,Auckland,Pacific Peoples,714,664,637,432,170,93%,89%,39%
137200,Blockhouse Bay North,Auckland,Maori,155,139,134,86,47,90%,86%,55%
137200,Blockhouse Bay North,Auckland,Pacific Peoples,437,403,396,292,146,92%,91%,50%
137300,Green Bay North,Waitemata,Maori,115,107,101,73,37,93%,88%,51%
137300,Green Bay North,Waitemata,Pacific Peoples,149,Masked,Masked,119,59,>95%,>95%,50%
137400,Parnell East,Auckland,Maori,103,Masked,Masked,84,54,>95%,>95%,64%
137400,Parnell East,Auckland,Pacific Peoples,71,66,66,60,28,93%,93%,47%
137500,Laingholm,Waitemata,Maori,132,118,117,82,46,89%,89%,56%
137600,Sandringham West,Auckland,Maori,116,107,106,80,43,92%,91%,54%
137600,Sandringham West,Auckland,Pacific Peoples,198,184,181,145,102,93%,91%,70%
137700,Mount Eden North East,Auckland,Maori,90,83,73,57,20,92%,81%,35%
137700,Mount Eden North East,Auckland,Pacific Peoples,59,52,47,33,18,88%,80%,55%
137800,Mount Eden North,Auckland,Maori,114,Masked,Masked,88,52,>95%,>95%,59%
137800,Mount Eden North,Auckland,Pacific Peoples,111,96,96,82,46,86%,86%,56%
137900,Wesley West,Auckland,Maori,204,180,161,101,45,88%,79%,45%
137900,Wesley West,Auckland,Pacific Peoples,"1,086",986,953,689,304,91%,88%,44%
138000,Green Bay South,Waitemata,Maori,150,Masked,138,98,43,>95%,92%,44%
138000,Green Bay South,Waitemata,Pacific Peoples,139,Masked,Masked,102,54,>95%,>95%,53%
138100,Balmoral,Auckland,Maori,132,Masked,125,90,48,>95%,95%,53%
138100,Balmoral,Auckland,Pacific Peoples,203,188,183,147,82,93%,90%,56%
138200,Sandringham East,Auckland,Maori,179,Masked,166,115,64,>95%,93%,56%
138200,Sandringham East,Auckland,Pacific Peoples,311,287,282,224,123,92%,91%,55%
138300,New Windsor South,Auckland,Maori,209,194,188,109,58,93%,90%,53%
138300,New Windsor South,Auckland,Pacific Peoples,640,586,576,418,202,92%,90%,48%
138400,Mount Eden West,Auckland,Maori,103,97,96,81,55,94%,93%,68%
138400,Mount Eden West,Auckland,Pacific Peoples,115,Masked,Masked,83,45,>95%,>95%,54%
138500,Newmarket,Auckland,Maori,82,Masked,Masked,69,44,>95%,>95%,64%
138500,Newmarket,Auckland,Pacific Peoples,61,Masked,Masked,52,36,>95%,>95%,69%
138600,Blockhouse Bay North East,Auckland,Maori,106,96,94,62,32,91%,89%,52%
138600,Blockhouse Bay North East,Auckland,Pacific Peoples,255,Masked,Masked,186,98,>95%,>95%,53%
138700,Epsom North,Auckland,Maori,125,106,103,71,41,85%,82%,58%
138700,Epsom North,Auckland,Pacific Peoples,111,103,103,84,48,93%,93%,57%
138900,Blockhouse Bay South,Auckland,Maori,169,160,156,103,58,95%,92%,56%
138900,Blockhouse Bay South,Auckland,Pacific Peoples,280,256,252,203,113,91%,90%,56%
