SA2 Code 2018,SA2 2018,DHB of residence,Ethnicity,Population,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster recieved,Partially vaccinated uptake,Fully vaccinated uptake,Booster uptake
124400,Birkdale South,Waitemata,Maori,323,Masked,306,217,102,>95%,95%,47%
124400,Birkdale South,Waitemata,Pacific Peoples,297,279,274,191,93,94%,92%,49%
124500,Te Atatu Peninsula Central,Waitemata,Maori,552,Masked,515,347,147,>95%,93%,42%
124500,Te Atatu Peninsula Central,Waitemata,Pacific Peoples,430,404,389,286,130,94%,90%,45%
124600,Glenfield East,Waitemata,Maori,99,88,86,61,30,89%,87%,49%
124600,Glenfield East,Waitemata,Pacific Peoples,80,Masked,Masked,57,17,>95%,>95%,30%
124700,Henderson Valley,Waitemata,Maori,123,112,109,78,36,91%,89%,46%
124700,Henderson Valley,Waitemata,Pacific Peoples,51,Masked,Masked,36,16,>95%,>95%,44%
124800,Te Atatu Peninsula West,Waitemata,Maori,544,510,489,329,150,94%,90%,46%
124800,Te Atatu Peninsula West,Waitemata,Pacific Peoples,424,Masked,Masked,285,138,>95%,>95%,48%
124900,Henderson Lincoln West,Waitemata,Maori,436,379,358,220,78,87%,82%,35%
124900,Henderson Lincoln West,Waitemata,Pacific Peoples,584,551,543,389,153,94%,93%,39%
125000,Ranui South East,Waitemata,Maori,297,264,255,144,63,89%,86%,44%
125000,Ranui South East,Waitemata,Pacific Peoples,447,Masked,420,288,122,>95%,94%,42%
125200,Birkenhead West,Waitemata,Maori,188,Masked,Masked,146,75,>95%,>95%,51%
125200,Birkenhead West,Waitemata,Pacific Peoples,86,Masked,Masked,65,35,>95%,>95%,54%
125300,Te Atatu Peninsula East,Waitemata,Maori,282,Masked,265,183,95,>95%,94%,52%
125300,Te Atatu Peninsula East,Waitemata,Pacific Peoples,237,220,219,170,75,93%,92%,44%
125400,Milford West,Waitemata,Maori,80,Masked,Masked,63,31,>95%,>95%,49%
125500,Westlake,Waitemata,Maori,68,64,63,48,27,94%,93%,56%
125600,Hillcrest North (Auckland),Waitemata,Maori,155,139,138,88,45,90%,89%,51%
125600,Hillcrest North (Auckland),Waitemata,Pacific Peoples,76,68,68,62,26,89%,89%,42%
125700,Henderson Lincoln South,Waitemata,Maori,250,223,217,146,67,89%,87%,46%
125700,Henderson Lincoln South,Waitemata,Pacific Peoples,363,337,326,239,87,93%,90%,36%
125800,Hillcrest West (Auckland),Waitemata,Maori,138,126,126,91,44,91%,91%,48%
125800,Hillcrest West (Auckland),Waitemata,Pacific Peoples,60,57,57,45,20,95%,95%,44%
126000,Summerland South,Waitemata,Maori,183,170,164,107,43,93%,90%,40%
126000,Summerland South,Waitemata,Pacific Peoples,276,251,245,176,99,91%,89%,56%
126100,Summerland North,Waitemata,Maori,152,Masked,Masked,98,44,>95%,>95%,45%
126100,Summerland North,Waitemata,Pacific Peoples,177,Masked,Masked,129,57,>95%,>95%,44%
126200,Hillcrest East (Auckland),Waitemata,Maori,185,Masked,Masked,113,55,>95%,>95%,49%
126200,Hillcrest East (Auckland),Waitemata,Pacific Peoples,86,Masked,Masked,65,31,>95%,>95%,48%
126300,Chatswood,Waitemata,Maori,109,95,93,69,36,87%,85%,52%
126300,Chatswood,Waitemata,Pacific Peoples,60,56,56,47,21,93%,93%,45%
126400,Te Atatu South-Edmonton,Waitemata,Maori,440,407,392,239,97,92%,89%,41%
126400,Te Atatu South-Edmonton,Waitemata,Pacific Peoples,593,539,524,382,172,91%,88%,45%
126500,Birkenhead North,Waitemata,Maori,131,Masked,124,97,43,>95%,95%,44%
126500,Birkenhead North,Waitemata,Pacific Peoples,61,51,51,43,13,84%,84%,30%
126600,Takapuna West,Waitemata,Maori,149,130,121,91,35,87%,81%,38%
126600,Takapuna West,Waitemata,Pacific Peoples,76,Masked,Masked,58,24,>95%,>95%,41%
126700,Henderson North,Waitemata,Maori,450,408,397,250,108,91%,88%,43%
126700,Henderson North,Waitemata,Pacific Peoples,593,553,543,376,148,93%,92%,39%
126800,Takapuna Central,Waitemata,Maori,77,Masked,Masked,65,30,>95%,>95%,46%
126900,Western Heights (Auckland),Waitemata,Maori,329,296,287,188,88,90%,87%,47%
126900,Western Heights (Auckland),Waitemata,Pacific Peoples,462,Masked,Masked,335,136,>95%,>95%,41%
127000,Te Atatu South-Central,Waitemata,Maori,406,Masked,Masked,268,131,>95%,>95%,49%
127000,Te Atatu South-Central,Waitemata,Pacific Peoples,544,510,500,363,163,94%,92%,45%
127100,Northcote Central (Auckland),Waitemata,Maori,185,172,163,107,43,93%,88%,40%
127100,Northcote Central (Auckland),Waitemata,Pacific Peoples,219,203,202,132,38,93%,92%,29%
127200,Akoranga,Waitemata,Maori,97,85,83,66,33,88%,86%,50%
127200,Akoranga,Waitemata,Pacific Peoples,88,Masked,Masked,59,19,>95%,>95%,32%
127300,Northcote South (Auckland),Waitemata,Maori,121,Masked,Masked,79,36,>95%,>95%,46%
127300,Northcote South (Auckland),Waitemata,Pacific Peoples,62,Masked,Masked,55,18,>95%,>95%,33%
127400,Birkenhead South,Waitemata,Maori,77,Masked,Masked,57,36,>95%,>95%,63%
127500,Henderson Central,Waitemata,Maori,161,148,136,86,43,92%,84%,50%
127500,Henderson Central,Waitemata,Pacific Peoples,141,126,124,91,41,89%,88%,45%
127600,Waiatarua,Waitemata,Maori,183,161,158,121,69,88%,86%,57%
127600,Waiatarua,Waitemata,Pacific Peoples,65,Masked,Masked,42,18,>95%,>95%,43%
127700,Te Atatu South-McLeod North,Waitemata,Maori,353,335,323,209,95,95%,92%,45%
127700,Te Atatu South-McLeod North,Waitemata,Pacific Peoples,496,469,461,331,141,95%,93%,43%
127800,Henderson Valley Park,Waitemata,Maori,331,298,279,163,74,90%,84%,45%
127800,Henderson Valley Park,Waitemata,Pacific Peoples,553,Masked,Masked,358,140,>95%,>95%,39%
127900,Henderson North East,Waitemata,Maori,232,203,193,117,62,88%,83%,53%
127900,Henderson North East,Waitemata,Pacific Peoples,378,344,334,242,83,91%,88%,34%
128000,Waitakere Ranges South,Waitemata,Maori,87,Masked,Masked,53,23,>95%,>95%,43%
128100,Northcote Tuff Crater,Waitemata,Maori,69,Masked,Masked,56,26,>95%,>95%,46%
128100,Northcote Tuff Crater,Waitemata,Pacific Peoples,57,Masked,Masked,49,29,>95%,>95%,59%
128200,Northcote Point (Auckland),Waitemata,Maori,128,Masked,Masked,101,58,>95%,>95%,57%
128200,Northcote Point (Auckland),Waitemata,Pacific Peoples,67,Masked,Masked,54,27,>95%,>95%,50%
128300,McLaren Park,Waitemata,Maori,505,474,453,273,118,94%,90%,43%
128300,McLaren Park,Waitemata,Pacific Peoples,"1,071",972,936,665,288,91%,87%,43%
128400,Henderson East,Waitemata,Maori,260,240,230,152,67,92%,88%,44%
128400,Henderson East,Waitemata,Pacific Peoples,477,437,429,314,129,92%,90%,41%
128500,Te Atatu South-McLeod South,Waitemata,Maori,382,331,326,213,102,87%,85%,48%
128500,Te Atatu South-McLeod South,Waitemata,Pacific Peoples,549,Masked,516,367,153,>95%,94%,42%
128600,Takapuna South,Waitemata,Maori,45,Masked,Masked,36,19,>95%,>95%,53%
128800,Hauraki,Waitemata,Maori,155,Masked,147,117,55,>95%,95%,47%
128800,Hauraki,Waitemata,Pacific Peoples,46,Masked,Masked,34,17,>95%,>95%,50%
128900,Glendene North,Waitemata,Maori,474,448,428,262,109,95%,90%,42%
128900,Glendene North,Waitemata,Pacific Peoples,973,918,894,649,292,94%,92%,45%
129000,Sunnyvale West-Parrs Park,Waitemata,Maori,296,280,263,141,56,95%,89%,40%
129000,Sunnyvale West-Parrs Park,Waitemata,Pacific Peoples,646,604,589,396,157,93%,91%,40%
129100,Sunnyvale East,Waitemata,Maori,563,529,509,319,151,94%,90%,47%
129100,Sunnyvale East,Waitemata,Pacific Peoples,765,721,702,479,174,94%,92%,36%
129200,Point Chevalier West,Auckland,Maori,215,Masked,198,144,84,>95%,92%,58%
129200,Point Chevalier West,Auckland,Pacific Peoples,188,175,172,132,52,93%,91%,39%
129300,Belmont (Auckland),Waitemata,Maori,148,Masked,Masked,117,59,>95%,>95%,50%
129300,Belmont (Auckland),Waitemata,Pacific Peoples,74,66,65,49,23,89%,88%,47%
129400,Bayswater,Waitemata,Maori,194,Masked,184,144,81,>95%,95%,56%
129400,Bayswater,Waitemata,Pacific Peoples,106,95,92,69,31,90%,87%,45%
129500,Glendene South,Waitemata,Maori,290,249,241,163,84,86%,83%,52%
129500,Glendene South,Waitemata,Pacific Peoples,688,Masked,Masked,475,208,>95%,>95%,44%
129600,Glen Eden West,Waitemata,Maori,440,401,388,227,107,91%,88%,47%
129600,Glen Eden West,Waitemata,Pacific Peoples,703,Masked,646,430,160,>95%,92%,37%
129700,Herne Bay,Auckland,Maori,114,Masked,Masked,95,51,>95%,>95%,54%
129800,Westmere North,Auckland,Maori,120,113,109,80,47,94%,91%,59%
129800,Westmere North,Auckland,Pacific Peoples,81,Masked,Masked,72,35,>95%,>95%,49%
129900,Point Chevalier East,Auckland,Maori,282,Masked,265,201,114,>95%,94%,57%
129900,Point Chevalier East,Auckland,Pacific Peoples,309,291,287,189,89,94%,93%,47%
130000,Oratia,Waitemata,Maori,81,Masked,Masked,51,22,>95%,>95%,43%
130000,Oratia,Waitemata,Pacific Peoples,58,Masked,54,39,25,>95%,93%,64%
130100,Glen Eden Rosier,Waitemata,Maori,368,340,330,211,81,92%,90%,38%
130100,Glen Eden Rosier,Waitemata,Pacific Peoples,574,Masked,Masked,371,152,>95%,>95%,41%
130200,Saint Marys Bay,Auckland,Maori,84,75,75,66,40,89%,89%,61%
130200,Saint Marys Bay,Auckland,Pacific Peoples,54,46,45,41,18,85%,83%,44%
130300,Westmere South-Western Springs,Auckland,Maori,213,Masked,Masked,153,87,>95%,>95%,57%
130300,Westmere South-Western Springs,Auckland,Pacific Peoples,148,Masked,Masked,114,55,>95%,>95%,48%
130400,Ponsonby West,Auckland,Maori,136,126,124,93,42,93%,91%,45%
130400,Ponsonby West,Auckland,Pacific Peoples,148,Masked,134,107,56,>95%,91%,52%
130500,Kelston North,Waitemata,Maori,333,Masked,303,194,85,>95%,91%,44%
130500,Kelston North,Waitemata,Pacific Peoples,791,732,710,517,209,93%,90%,40%
130600,Avondale Rosebank ,Auckland,Maori,454,416,398,258,125,92%,88%,48%
130600,Avondale Rosebank ,Auckland,Pacific Peoples,"1,173","1,088","1,051",771,342,93%,90%,44%
130700,Narrow Neck,Waitemata,Maori,190,Masked,Masked,129,85,>95%,>95%,66%
130700,Narrow Neck,Waitemata,Pacific Peoples,58,Masked,54,46,27,>95%,93%,59%
130800,Glen Eden North,Waitemata,Maori,265,Masked,245,143,47,>95%,92%,33%
130800,Glen Eden North,Waitemata,Pacific Peoples,484,Masked,Masked,334,131,>95%,>95%,39%
130900,Glen Eden Woodglen,Waitemata,Maori,410,380,361,230,83,93%,88%,36%
130900,Glen Eden Woodglen,Waitemata,Pacific Peoples,625,588,576,397,164,94%,92%,41%
131000,Kelston South,Waitemata,Maori,293,265,256,139,44,90%,87%,32%
131000,Kelston South,Waitemata,Pacific Peoples,644,603,591,383,144,94%,92%,38%
131100,Waterview,Auckland,Maori,365,343,333,227,99,94%,91%,44%
131100,Waterview,Auckland,Pacific Peoples,583,Masked,545,372,120,>95%,93%,32%
131200,Ponsonby East,Auckland,Maori,172,155,153,125,68,90%,89%,54%
131200,Ponsonby East,Auckland,Pacific Peoples,185,173,170,140,81,94%,92%,58%
131300,Wynyard-Viaduct,Auckland,Maori,49,44,44,41,29,90%,90%,71%
131400,Stanley Point,Waitemata,Maori,66,Masked,Masked,53,29,>95%,>95%,55%
131500,Glen Eden Central,Waitemata,Maori,310,281,271,164,67,91%,87%,41%
131500,Glen Eden Central,Waitemata,Pacific Peoples,312,Masked,290,214,83,>95%,93%,39%
131600,Grey Lynn North,Auckland,Maori,202,Masked,Masked,159,78,>95%,>95%,49%
131600,Grey Lynn North,Auckland,Pacific Peoples,246,Masked,232,184,101,>95%,94%,55%
131700,Avondale West (Auckland),Auckland,Maori,379,340,320,202,76,90%,84%,38%
131700,Avondale West (Auckland),Auckland,Pacific Peoples,"1,058",985,958,690,259,93%,91%,38%
131800,Freemans Bay,Auckland,Maori,249,Masked,Masked,194,106,>95%,>95%,55%
131800,Freemans Bay,Auckland,Pacific Peoples,173,154,153,124,69,89%,88%,56%
131900,Mount Albert West,Auckland,Maori,178,Masked,168,118,57,>95%,94%,48%
131900,Mount Albert West,Auckland,Pacific Peoples,250,217,214,152,72,87%,86%,47%
132000,Avondale North (Auckland),Auckland,Maori,324,302,295,202,81,93%,91%,40%
132000,Avondale North (Auckland),Auckland,Pacific Peoples,601,544,531,390,168,91%,88%,43%
132100,Grey Lynn West,Auckland,Maori,237,219,211,144,70,92%,89%,49%
132100,Grey Lynn West,Auckland,Pacific Peoples,364,340,335,262,115,93%,92%,44%
132200,Mount Albert North,Auckland,Maori,257,234,231,163,92,91%,90%,56%
132200,Mount Albert North,Auckland,Pacific Peoples,299,Masked,283,196,81,>95%,95%,41%
132300,New Lynn North,Waitemata,Maori,269,243,234,147,58,90%,87%,39%
132300,New Lynn North,Waitemata,Pacific Peoples,508,Masked,471,318,121,>95%,93%,38%
132400,Victoria Park ,Auckland,Maori,123,Masked,Masked,94,37,>95%,>95%,39%
132400,Victoria Park ,Auckland,Pacific Peoples,69,Masked,Masked,52,18,>95%,>95%,35%
132500,Konini,Waitemata,Maori,252,237,234,158,61,94%,93%,39%
132500,Konini,Waitemata,Pacific Peoples,185,167,165,116,45,90%,89%,39%
132600,New Lynn North West,Waitemata,Maori,216,190,185,133,57,88%,86%,43%
132600,New Lynn North West,Waitemata,Pacific Peoples,409,Masked,385,272,107,>95%,94%,39%
132700,Hobson Ridge North,Auckland,Maori,135,110,105,72,28,81%,78%,39%
132700,Hobson Ridge North,Auckland,Pacific Peoples,92,87,84,61,21,95%,91%,34%
132800,Grey Lynn Central,Auckland,Maori,182,Masked,Masked,144,61,>95%,>95%,42%
132800,Grey Lynn Central,Auckland,Pacific Peoples,357,Masked,335,261,131,>95%,94%,50%
132900,Fruitvale,Waitemata,Maori,259,236,228,145,49,91%,88%,34%
132900,Fruitvale,Waitemata,Pacific Peoples,327,306,299,222,96,94%,91%,43%
133000,Devonport,Waitemata,Maori,127,Masked,Masked,96,56,>95%,>95%,58%
133000,Devonport,Waitemata,Pacific Peoples,48,42,42,37,22,88%,88%,59%
133100,Avondale Central (Auckland),Auckland,Maori,227,201,189,135,60,89%,83%,44%
133100,Avondale Central (Auckland),Auckland,Pacific Peoples,437,Masked,Masked,319,144,>95%,>95%,45%
133200,Queen Street,Auckland,Maori,114,Masked,108,83,34,>95%,95%,41%
133200,Queen Street,Auckland,Pacific Peoples,68,Masked,59,42,21,>95%,87%,50%
133300,Quay Street-Customs Street,Auckland,Maori,104,84,84,63,31,81%,81%,49%
133300,Quay Street-Customs Street,Auckland,Pacific Peoples,90,82,80,59,28,91%,89%,47%
133400,Hobson Ridge Central,Auckland,Maori,224,197,181,114,41,88%,81%,36%
133400,Hobson Ridge Central,Auckland,Pacific Peoples,119,Masked,Masked,93,27,>95%,>95%,29%
133500,Grey Lynn East,Auckland,Maori,130,122,121,100,53,94%,93%,53%
133500,Grey Lynn East,Auckland,Pacific Peoples,130,Masked,Masked,103,44,>95%,>95%,43%
133600,Morningside (Auckland),Auckland,Maori,280,Masked,263,207,98,>95%,94%,47%
133600,Morningside (Auckland),Auckland,Pacific Peoples,332,312,305,240,122,94%,92%,51%
133700,Shortland Street,Auckland,Maori,104,98,96,77,34,94%,92%,44%
133800,Hobson Ridge South,Auckland,Maori,125,105,100,65,20,84%,80%,31%
133800,Hobson Ridge South,Auckland,Pacific Peoples,47,44,42,31,10,94%,89%,32%
133900,New Lynn Central,Waitemata,Maori,47,40,40,27,10,85%,85%,37%
133900,New Lynn Central,Waitemata,Pacific Peoples,43,Masked,Masked,34,12,>95%,>95%,35%
134000,Cheltenham,Waitemata,Maori,54,Masked,Masked,46,29,>95%,>95%,63%
134100,Queen Street South West,Auckland,Maori,139,118,118,84,25,85%,85%,30%
134100,Queen Street South West,Auckland,Pacific Peoples,71,61,60,38,11,86%,85%,29%
134200,Mount Albert Central,Auckland,Maori,209,Masked,198,149,77,>95%,95%,52%
134200,Mount Albert Central,Auckland,Pacific Peoples,190,178,177,133,53,94%,93%,40%
134300,Karangahape,Auckland,Maori,148,138,133,110,41,93%,90%,37%
134300,Karangahape,Auckland,Pacific Peoples,105,99,98,76,38,94%,93%,50%
134400,Kingsland,Auckland,Maori,273,251,248,181,84,92%,91%,46%
134400,Kingsland,Auckland,Pacific Peoples,339,321,317,249,131,95%,94%,53%
134500,Anzac Avenue,Auckland,Maori,160,143,138,90,47,89%,86%,52%
134500,Anzac Avenue,Auckland,Pacific Peoples,81,70,68,56,20,86%,84%,36%
134600,Waima-Woodlands Park,Waitemata,Maori,119,111,108,77,36,93%,91%,47%
134600,Waima-Woodlands Park,Waitemata,Pacific Peoples,54,Masked,Masked,38,19,>95%,>95%,50%
134700,Kaurilands,Waitemata,Maori,238,222,220,153,85,93%,92%,56%
134700,Kaurilands,Waitemata,Pacific Peoples,115,109,107,83,38,95%,93%,46%
134900,New Lynn Seabrook,Waitemata,Maori,193,181,177,113,44,94%,92%,39%
134900,New Lynn Seabrook,Waitemata,Pacific Peoples,349,314,308,217,89,90%,88%,41%
135000,Avondale South (Auckland),Auckland,Maori,246,224,221,161,66,91%,90%,41%
135000,Avondale South (Auckland),Auckland,Pacific Peoples,730,Masked,674,514,236,>95%,92%,46%
135100,Symonds Street North West,Auckland,Maori,148,131,126,83,39,89%,85%,47%
135100,Symonds Street North West,Auckland,Pacific Peoples,86,81,79,60,13,94%,92%,22%
135200,Mount Albert South,Auckland,Maori,118,107,102,76,39,91%,86%,51%
135200,Mount Albert South,Auckland,Pacific Peoples,107,91,89,70,39,85%,83%,56%
135300,Symonds Street West,Auckland,Maori,197,179,169,105,33,91%,86%,31%
135300,Symonds Street West,Auckland,Pacific Peoples,111,Masked,Masked,80,17,>95%,>95%,21%
135400,West Lynn,Waitemata,Maori,208,Masked,194,140,58,>95%,93%,41%
135400,West Lynn,Waitemata,Pacific Peoples,200,184,182,137,68,92%,91%,50%
135500,Owairaka West,Auckland,Maori,189,165,157,111,45,87%,83%,41%
135500,Owairaka West,Auckland,Pacific Peoples,324,292,285,192,70,90%,88%,36%
135600,New Lynn Central South,Waitemata,Maori,218,190,180,111,40,87%,83%,36%
135600,New Lynn Central South,Waitemata,Pacific Peoples,371,Masked,348,233,77,>95%,94%,33%
135700,The Strand,Auckland,Maori,78,Masked,73,58,22,>95%,94%,38%
135700,The Strand,Auckland,Pacific Peoples,63,57,56,49,13,90%,89%,27%
135800,St Lukes,Auckland,Maori,101,Masked,Masked,73,26,>95%,>95%,36%
135800,St Lukes,Auckland,Pacific Peoples,162,139,136,100,42,86%,84%,42%
135900,Symonds Street East,Auckland,Maori,171,162,157,113,34,95%,92%,30%
135900,Symonds Street East,Auckland,Pacific Peoples,109,96,90,71,16,88%,83%,23%
136000,Eden Terrace,Auckland,Maori,257,242,233,185,77,94%,91%,42%
136000,Eden Terrace,Auckland,Pacific Peoples,167,Masked,Masked,130,65,>95%,>95%,50%
136100,Grafton,Auckland,Maori,132,118,109,82,40,89%,83%,49%
136100,Grafton,Auckland,Pacific Peoples,52,47,47,42,21,90%,90%,50%
136200,Eden Park,Auckland,Maori,97,89,89,66,37,92%,92%,56%
136200,Eden Park,Auckland,Pacific Peoples,118,Masked,111,84,48,>95%,94%,57%
136300,Sandringham North,Auckland,Maori,161,Masked,Masked,117,54,>95%,>95%,46%
136300,Sandringham North,Auckland,Pacific Peoples,284,262,252,194,93,92%,89%,48%
136400,Parnell West,Auckland,Maori,213,Masked,Masked,164,68,>95%,>95%,41%
136400,Parnell West,Auckland,Pacific Peoples,81,Masked,Masked,59,22,>95%,>95%,37%
136500,New Lynn South,Waitemata,Maori,331,306,297,193,75,92%,90%,39%
136500,New Lynn South,Waitemata,Pacific Peoples,506,Masked,474,344,135,>95%,94%,39%
136600,New Windsor North,Auckland,Maori,193,168,162,112,46,87%,84%,41%
136600,New Windsor North,Auckland,Pacific Peoples,454,424,414,315,144,93%,91%,46%
136700,Titirangi South,Waitemata,Maori,154,143,141,105,57,93%,92%,54%
136700,Titirangi South,Waitemata,Pacific Peoples,94,Masked,Masked,71,39,>95%,>95%,55%
136800,Owairaka East,Auckland,Maori,114,Masked,106,82,37,>95%,93%,45%
136800,Owairaka East,Auckland,Pacific Peoples,248,228,222,155,73,92%,90%,47%
136900,Eden Valley,Auckland,Maori,136,126,121,94,48,93%,89%,51%
136900,Eden Valley,Auckland,Pacific Peoples,70,65,64,47,17,93%,91%,36%
137000,Sandringham Central,Auckland,Maori,109,Masked,Masked,75,40,>95%,>95%,53%
137000,Sandringham Central,Auckland,Pacific Peoples,236,217,209,142,61,92%,89%,43%
137100,Glenavon,Auckland,Maori,251,220,205,106,36,88%,82%,34%
137100,Glenavon,Auckland,Pacific Peoples,721,662,634,393,130,92%,88%,33%
137200,Blockhouse Bay North,Auckland,Maori,154,139,133,83,36,90%,86%,43%
137200,Blockhouse Bay North,Auckland,Pacific Peoples,436,402,395,276,128,92%,91%,46%
137300,Green Bay North,Waitemata,Maori,116,108,101,72,26,93%,87%,36%
137300,Green Bay North,Waitemata,Pacific Peoples,149,Masked,Masked,114,52,>95%,>95%,46%
137400,Parnell East,Auckland,Maori,103,Masked,97,81,49,>95%,94%,60%
137400,Parnell East,Auckland,Pacific Peoples,71,66,65,60,25,93%,92%,42%
137500,Laingholm,Waitemata,Maori,132,115,114,80,39,87%,86%,49%
137600,Sandringham West,Auckland,Maori,116,106,105,74,37,91%,91%,50%
137600,Sandringham West,Auckland,Pacific Peoples,198,184,182,144,74,93%,92%,51%
137700,Mount Eden North East,Auckland,Maori,89,80,70,54,17,90%,79%,31%
137700,Mount Eden North East,Auckland,Pacific Peoples,58,50,45,29,13,86%,78%,45%
137800,Mount Eden North,Auckland,Maori,114,Masked,Masked,87,40,>95%,>95%,46%
137800,Mount Eden North,Auckland,Pacific Peoples,111,96,96,79,42,86%,86%,53%
137900,Wesley West,Auckland,Maori,205,180,160,91,33,88%,78%,36%
137900,Wesley West,Auckland,Pacific Peoples,"1,091",986,949,653,242,90%,87%,37%
138000,Green Bay South,Waitemata,Maori,150,Masked,137,98,33,>95%,91%,34%
138000,Green Bay South,Waitemata,Pacific Peoples,139,Masked,Masked,100,47,>95%,>95%,47%
138100,Balmoral,Auckland,Maori,132,125,122,83,39,95%,92%,47%
138100,Balmoral,Auckland,Pacific Peoples,204,189,183,143,65,93%,90%,45%
138200,Sandringham East,Auckland,Maori,178,Masked,164,106,56,>95%,92%,53%
138200,Sandringham East,Auckland,Pacific Peoples,312,288,283,216,100,92%,91%,46%
138300,New Windsor South,Auckland,Maori,208,193,186,103,47,93%,89%,46%
138300,New Windsor South,Auckland,Pacific Peoples,641,588,576,393,165,92%,90%,42%
138400,Mount Eden West,Auckland,Maori,105,Masked,99,83,49,>95%,94%,59%
138400,Mount Eden West,Auckland,Pacific Peoples,115,109,109,80,41,95%,95%,51%
138500,Newmarket,Auckland,Maori,83,Masked,Masked,68,37,>95%,>95%,54%
138500,Newmarket,Auckland,Pacific Peoples,59,Masked,Masked,51,29,>95%,>95%,57%
138600,Blockhouse Bay North East,Auckland,Maori,107,97,94,61,25,91%,88%,41%
138600,Blockhouse Bay North East,Auckland,Pacific Peoples,255,Masked,Masked,179,85,>95%,>95%,47%
138700,Epsom North,Auckland,Maori,124,108,104,72,36,87%,84%,50%
138700,Epsom North,Auckland,Pacific Peoples,113,103,102,81,45,91%,90%,56%
138900,Blockhouse Bay South,Auckland,Maori,169,160,155,98,46,95%,92%,47%
138900,Blockhouse Bay South,Auckland,Pacific Peoples,278,253,249,190,88,91%,90%,46%
139000,Mount Eden East,Auckland,Maori,107,Masked,Masked,82,47,>95%,>95%,57%
139000,Mount Eden East,Auckland,Pacific Peoples,70,Masked,66,47,27,>95%,94%,57%
139100,Wesley East,Auckland,Maori,156,144,141,93,41,92%,90%,44%
